Intake.Type,Intake.Subtype,Animal.Type,Sex,Intake.Condition,Breed,Coat.Color.Pattern,Week.Number,Age
STRAY,FIELD,DOG,N,NORMAL,PLOTT HOUND,BR BRINDLE,39.71,2.939
STRAY,FIELD,DOG,S,NORMAL,BOXER,BR BRINDLE,39.71,3.052
STRAY,OTC,DOG,N,NORMAL,GERM SHEPHERD,TAN,39.71,3.052
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,BLUE,39.71,2.355
STRAY,FIELD,DOG,S,NORMAL,LABRADOR RETR,BROWN,39.71,2.355
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,BR BRINDLE,39.71,2.355
STRAY,EMERG CLC,DOG,S,NORMAL,LABRADOR RETR,WHITE,39.71,2.439
STRAY,EMERG CLC,DOG,N,NORMAL,CHIHUAHUA SH,BLACK,39.71,2.51
STRAY,FIELD,DOG,N,NORMAL,CHIHUAHUA LH,CHOCOLATE,39.71,2.186
STRAY,FIELD,DOG,N,NORMAL,CHIHUAHUA LH,TAN,39.71,2.186
STRAY,FIELD,DOG,S,NORMAL,BRUSS GRIFFON,TAN,39.71,2.186
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,CHOCOLATE,39.71,2.186
STRAY,FIELD,DOG,M,NORMAL,GREAT PYRENEES,WHITE,39.71,2.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,39.71,2.186
OWNER SUR,RETURN,CAT,S,NORMAL,DOMESTIC MH,BLUE TABBY,39.71,2.813
OWNER SUR,OTC,DOG,N,NORMAL,DACHSHUND LH,TAN,39.71,13.455
STRAY,FIELD,DOG,M,NORMAL,PIT BULL,BLACK,39.71,13.186
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,SABLE,39.71,13.186
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,AUST CATTLE DOG,BLACK,39.71,13.186
STRAY,OTC,DOG,S,NORMAL,DACHSHUND,CHOCOLATE,39.71,13.349
STRAY,QUARANTINE,DOG,N,NORMAL,AUST CATTLE DOG,TAN,39.71,18.186
STRAY,FIELD,DOG,N,NORMAL,COLLIE ROUGH,WHITE,39.71,19.189
PUBLIC AST,QUARANTINE,DOG,F,NORMAL,PIT BULL,BROWN,39.71,20.252
STRAY,FIELD,DOG,S,INJURED,SCHNAUZER MIN,GRAY,39.71,21.189
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,39.71,22.189
OWNER SUR,OTC,CAT,S,NORMAL,MAINE COON,BLACK,39.71,22.816
STRAY,FIELD,DOG,N,NORMAL,AUST CATTLE DOG,BROWN,39.71,23.219
STRAY,OTC,CAT,S,SICK,DOMESTIC MH,BLACK,39.71,23.219
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,39.71,24.219
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,ROTTWEILER,BLACK,39.71,4.127
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,39.71,3.219
OWNER SUR,OTC,CAT,S,NORMAL,SIAMESE,LYNX PT,39.71,4.219
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,39.71,4.219
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,39.71,4.219
STRAY,OTC,DOG,N,NORMAL,SHIBA INU,RED,39.71,7.249
STRAY,EMERG CLC,DOG,F,NURSING,LABRADOR RETR,BLACK,39.71,1.086
STRAY,EMERG CLC,DOG,F,NURSING,LABRADOR RETR,BROWN,39.71,1.086
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.86,1.286
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,39.86,1.286
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.86,1.286
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,CREAM,39.86,1.286
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.86,1.286
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,39.86,1.286
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,39.86,1.286
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE TABBY,39.86,1.622
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,39.86,1.644
OWNER SUR,OTC,CAT,M,NORMAL,DOMESTIC MH,WHITE,39.86,1.644
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,39.86,1.644
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC MH,BLACK,39.86,1.644
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLK SMOKE,39.86,1.646
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,39.86,1.646
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,RED,39.86,1.603
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,39.86,1.603
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,39.86,1.603
STRAY,OTC,CAT,S,NORMAL,SIAMESE,LYNX PT,39.86,1.603
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,39.86,1.671
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,39.86,1.874
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE,39.86,1.874
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.86,3.027
STRAY,FIELD,DOG,S,NORMAL,CATAHOULA,BR BRINDLE,39.86,3.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,CREAM,39.86,3.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,39.86,3.186
STRAY,OTC,DOG,N,NORMAL,ROTTWEILER,BLACK,39.86,3.189
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,39.86,2.752
OWNER SUR,OTC,DOG,S,NORMAL,STAFFORDSHIRE,BR BRINDLE,39.86,2.765
STRAY,OTC,DOG,S,NORMAL,AUST SHEPHERD,BR BRINDLE,39.86,2.824
STRAY,FIELD,DOG,S,NORMAL,GREAT PYRENEES,WHITE,39.86,13.939
STRAY,OTC,DOG,N,NORMAL,MANCHESTER TERR,BLACK,39.86,14.149
OWNER SUR,OTC,DOG,N,NORMAL,PIT BULL,BLUE,39.86,14.208
STRAY,FIELD,DOG,M,NORMAL,BOXER,RED,39.86,13.515
STRAY,OTC,CAT,N,FERAL,DOMESTIC LH,BLACK,39.86,13.186
STRAY,FIELD,DOG,N,NORMAL,GERM SHEPHERD,BUFF,39.86,13.186
OWNER SUR,QUARANTINE,CAT,S,NORMAL,MAINE COON,BLUE TABBY,39.86,13.682
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,BORDER COLLIE,BLACK,39.86,13.772
STRAY,OTC,DOG,N,NORMAL,PIT BULL,WHITE,39.86,19.224
STRAY,FIELD,DOG,S,NORMAL,PEKINGESE,WHITE,39.86,19.224
STRAY,FIELD,DOG,S,NORMAL,PUG,BLACK,39.86,18.186
OWNER SUR,FIELD,DOG,M,NORMAL,LABRADOR RETR,BROWN,39.86,18.189
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.86,18.802
STRAY,OTC,DOG,S,NORMAL,WEIMARANER,BLUE,39.86,20.189
OWNER SUR,RETURN,CAT,N,NORMAL,MANX,ORG TABBY,39.86,20.34
STRAY,FIELD,DOG,N,NORMAL,PEKINGESE,CREAM,39.86,21.686
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,BROWN,39.86,23.219
STRAY,OTC,CAT,S,NORMAL,SIAMESE,SEAL PT,39.86,3.249
STRAY,OTC,CAT,N,NORMAL,DOMESTIC MH,BLUE,40,1.603
STRAY,QUARANTINE,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,40,1.627
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,40,1.605
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,40,1.689
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,WHITE,40,1.791
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,WHITE,40,1.791
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,40,1.772
STRAY,OTC,CAT,S,NORMAL,DOMESTIC MH,CALICO,40,3.16
OWNER SUR,OTC,DOG,N,INJURED,CHIHUAHUA SH,BR BRINDLE,40,3.186
STRAY,FIELD,DOG,N,NORMAL,SIBERIAN HUSKY,BLACK,40,3.186
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,BLACK,40,2.407
OWNER SUR,OTC,DOG,N,NORMAL,QUEENSLAND HEEL,BLACK,40,2.355
OWNER SUR,OTC,DOG,N,NORMAL,POINTER,WHITE,40,2.355
STRAY,FIELD,DOG,S,NORMAL,GERM SHEPHERD,BROWN,40,2.455
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,40,2.436
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,40,2.186
STRAY,FIELD,DOG,N,NORMAL,CHIHUAHUA SH,CHOCOLATE,40,2.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,WHITE,40,2.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,40,2.186
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,BUFF,40,2.186
OWNER SUR,OTC,DOG,N,NORMAL,PIT BULL,BROWN,40,2.297
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,WHITE,40,2.646
PUBLIC AST,NO SUBTYPE,DOG,N,NORMAL,PIT BULL,TAN,40,2.76
PUBLIC AST,NO SUBTYPE,DOG,N,NORMAL,PEKINGESE,BROWN,40,2.772
OWNER SUR,FIELD,DOG,N,NORMAL,GERM SHEPHERD,BROWN,40,2.855
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,TAN,40,13.939
STRAY,OTC,DOG,S,NORMAL,BORDER COLLIE,TRICOLOR,40,13.939
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,CHIHUAHUA SH,TAN,40,13.186
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,DACHSHUND,BLACK,40,13.186
OWNER SUR,OTC,DOG,S,NORMAL,BLOODHOUND,RED,40,13.186
STRAY,FIELD,DOG,N,NORMAL,RAT TERRIER,TRICOLOR,40,13.186
PUBLIC AST,NO SUBTYPE,DOG,N,NORMAL,AM PIT BULL TER,WHITE,40,13.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE,40,13.186
OWNER SUR,NO SUBTYPE,DOG,S,NORMAL,PIT BULL,FAWN,40,13.641
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,CRM TABBY,40,13.971
OWNER SUR,OTC,DOG,M,NORMAL,PIT BULL,RED,40,13.939
STRAY,FIELD,DOG,N,NORMAL,CAIRN TERRIER,CREAM,40,18.186
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,WHITE,40,18.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,40,18.855
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,TAN,40,20.189
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,40,21.189
STRAY,FIELD,DOG,N,NORMAL,JACK RUSS TERR,RED,40,21.189
STRAY,FIELD,DOG,F,NORMAL,CHIHUAHUA SH,TAN,40,23.219
STRAY,OTC,DOG,N,NORMAL,LHASA APSO,BLACK,40,3.219
OWNER SUR,OTC,CAT,F,NORMAL,DOMESTIC SH,TORTIE,40.14,1.622
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,WHITE,40.14,1.622
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,40.14,1.622
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,40.14,1.622
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,SLVR TABBY,40.14,1.622
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,40.14,1.655
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,40.14,1.655
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,40.14,1.741
OWNER SUR,OTC,DOG,N,NORMAL,PIT BULL,BR BRINDLE,40.14,1.689
OWNER SUR,RETURN,CAT,N,NORMAL,DOMESTIC SH,BLUE,40.14,1.763
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,WHITE,40.14,1.821
STRAY,OTC,DOG,N,NORMAL,PIT BULL,CHOCOLATE,40.14,1.772
OWNER SUR,OTC,DOG,N,NORMAL,GOLDEN RETR,RED,40.14,1.855
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,40.14,2.939
STRAY,OTC,DOG,N,NORMAL,PIT BULL,BROWN,40.14,3.015
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,40.14,3.052
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,WHITE,40.14,3.052
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,HAVANESE,WHITE,40.14,2.355
STRAY,FIELD,DOG,N,INJURED,CHIHUAHUA SH,TRICOLOR,40.14,2.355
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,40.14,2.186
STRAY,FIELD,DOG,N,NORMAL,RAT TERRIER,TRICOLOR,40.14,2.186
STRAY,FIELD,DOG,F,NORMAL,AMER BULLDOG,CHOCOLATE,40.14,2.186
STRAY,FIELD,DOG,M,NORMAL,AMER BULLDOG,CHOCOLATE,40.14,2.186
OWNER SUR,OTC,DOG,S,NORMAL,PIT BULL,BLACK,40.14,2.186
STRAY,OTC,DOG,S,NORMAL,AUST CATTLE DOG,RED,40.14,2.186
STRAY,OTC,DOG,S,NORMAL,RHOD RIDGEBACK,RED,40.14,2.186
OWNER SUR,OTC,DOG,N,NORMAL,PLOTT HOUND,BR BRINDLE,40.14,13.939
STRAY,FIELD,DOG,M,INJURED,SIBERIAN HUSKY,GRAY,40.14,13.939
STRAY,OTC,DOG,N,NORMAL,AUST SHEPHERD,RED,40.14,13.939
OWNER SUR,RETURN,DOG,S,NORMAL,DACHSHUND,RED,40.14,14.044
OWNER SUR,OTC,DOG,S,NORMAL,SHIH TZU,BLACK,40.14,13.186
OWNER SUR,OTC,DOG,S,NORMAL,SHIH TZU,WHITE,40.14,13.186
OWNER SUR,OTC,DOG,S,NORMAL,GERM SHEPHERD,BLACK,40.14,13.939
STRAY,OTC,DOG,F,NORMAL,BEAGLE,TRICOLOR,40.14,19.241
STRAY,OTC,DOG,S,NORMAL,BORDER TERRIER,WHITE,40.14,18.186
PUBLIC AST,NO SUBTYPE,DOG,M,NORMAL,AUST SHEPHERD,TRICOLOR,40.14,18.186
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,40.14,18.186
STRAY,OTC,DOG,N,NORMAL,WOLF HYBRID,WHITE,40.14,18.257
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,40.14,18.283
STRAY,OTC,DOG,M,NORMAL,LABRADOR RETR,RED,40.14,18.939
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,40.14,19.189
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,AUST CATTLE DOG,RED MERLE,40.14,19.189
STRAY,OTC,DOG,S,NORMAL,BOXER,BROWN,40.14,19.305
OWNER SUR,OTC,CAT,N,SICK,SNOWSHOE,BLUE,40.14,20.189
STRAY,OTC,DOG,S,NORMAL,BEAGLE,TAN,40.14,20.189
STRAY,FIELD,CAT,F,INJURED,DOMESTIC SH,BRN TABBY,40.14,20.189
OWNER SUR,OTC,DOG,S,NORMAL,AUST CATTLE DOG,WHITE,40.14,20.189
OWNER SUR,RETURN,CAT,S,NORMAL,MAINE COON,BRN TABBY,40.14,20.191
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,DACHSHUND,BROWN,40.14,21.999
STRAY,OTC,DOG,N,NORMAL,AIREDALE TERR,BROWN,40.14,21.488
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,PIT BULL,BROWN,40.14,21.496
STRAY,OTC,DOG,F,NORMAL,BEAGLE,TRICOLOR,40.14,22.243
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,RED,40.14,21.189
STRAY,OTC,DOG,S,NORMAL,PEKINGESE,WHITE,40.14,21.189
STRAY,OTC,DOG,N,NORMAL,PEKINGESE,SABLE,40.14,23.219
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,YELLOW,40.14,23.219
STRAY,OTC,DOG,F,SICK,CHIHUAHUA SH,CHOCOLATE,40.14,3.219
EUTH REQ,NO SUBTYPE,DOG,F,SICK,CHIHUAHUA LH,BLACK,40.14,10.252
STRAY,OTC,CAT,N,NURSING,DOMESTIC SH,BLACK,40.29,1.329
STRAY,OTC,CAT,N,NURSING,DOMESTIC SH,BLACK,40.29,1.329
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,40.29,1.338
STRAY,OTC,DOG,S,NORMAL,GERM SHEPHERD,BLACK,40.29,1.603
STRAY,OTC,CAT,S,FERAL,DOMESTIC SH,BLACK,40.29,1.603
STRAY,OTC,CAT,N,FERAL,DOMESTIC SH,BLACK,40.29,1.603
STRAY,OTC,CAT,N,FERAL,DOMESTIC SH,BLACK,40.29,1.603
OWNER SUR,OTC,DOG,N,NORMAL,GERM SHEPHERD,TAN,40.29,1.791
OWNER SUR,OTC,DOG,S,NORMAL,GERM SHEPHERD,BLACK,40.29,1.791
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,40.29,1.874
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,40.29,1.874
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,40.29,1.874
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE TABBY,40.29,1.855
STRAY,OTC,DOG,N,NORMAL,PIT BULL,TAN,40.29,3.052
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,BROWN,40.29,3.186
PUBLIC AST,QUARANTINE,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,40.29,3.189
STRAY,OTC,DOG,S,NORMAL,PIT BULL,TAN,40.29,2.355
STRAY,OTC,DOG,N,NORMAL,POODLE MIN,WHITE,40.29,2.355
STRAY,OTC,CAT,S,NURSING,ANGORA,BLUE,40.29,2.186
STRAY,OTC,DOG,F,NORMAL,PIT BULL,TAN,40.29,2.186
STRAY,OTC,DOG,N,NORMAL,BORDER TERRIER,BLACK,40.29,13.939
STRAY,QUARANTINE,CAT,N,NORMAL,DOMESTIC LH,BLACK,40.29,14.16
STRAY,OTC,DOG,N,INJURED,CHIHUAHUA SH,BROWN,40.29,18.238
STRAY,FIELD,DOG,M,INJURED,PIT BULL,BR BRINDLE,40.29,13.186
OWNER SUR,OTC,DOG,S,NORMAL,BRUSS GRIFFON,WHITE,40.29,13.186
STRAY,OTC,DOG,S,NORMAL,SC WHEAT TERR,BLACK,40.29,18.186
STRAY,OTC,DOG,F,NORMAL,ANATOL SHEPHERD,CREAM,40.29,19.189
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,BOXER,BROWN,40.29,19.189
STRAY,OTC,DOG,N,NORMAL,WEIMARANER,BLUE,40.29,20.189
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,40.29,20.189
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,40.29,20.189
OWNER SUR,OTC,DOG,N,NORMAL,STAFFORDSHIRE,BLACK,40.29,22.232
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA LH,BLACK,40.29,22.246
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE TABBY,40.29,22.189
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC LH,ORG TABBY,40.29,23.219
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,40.43,1.603
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE,40.43,1.603
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,40.43,1.277
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,40.43,1.277
OWNER SUR,OTC,CAT,N,SICK,DOMESTIC SH,BRN TABBY,40.43,1.652
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,40.43,1.603
STRAY,OTC,CAT,F,NORMAL,DOMESTIC SH,TORBIE,40.43,1.603
OWNER SUR,OTC,CAT,N,SICK,DOMESTIC SH,WHITE,40.43,1.603
OWNER SUR,OTC,CAT,S,SICK,DOMESTIC SH,TORBIE,40.43,1.603
STRAY,OTC,CAT,F,NORMAL,DOMESTIC SH,TORTIE,40.43,1.611
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,WHITE,40.43,1.705
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,WHITE,40.43,1.705
OWNER SUR,RETURN,DOG,N,NORMAL,PLOTT HOUND,BR BRINDLE,40.43,1.926
OWNER SUR,OTC,DOG,S,NORMAL,BORDER COLLIE,TRICOLOR,40.43,2.939
STRAY,OTC,DOG,N,NORMAL,PIT BULL,BLACK,40.43,3.141
STRAY,FIELD,DOG,N,NORMAL,GREAT PYRENEES,WHITE,40.43,2.355
OWNER SUR,RETURN,DOG,N,NORMAL,QUEENSLAND HEEL,BLACK,40.43,2.418
STRAY,OTC,DOG,S,NORMAL,AUST CATTLE DOG,TAN,40.43,2.186
STRAY,OTC,DOG,N,NORMAL,AM PIT BULL TER,BR BRINDLE,40.43,2.186
STRAY,FIELD,DOG,N,NORMAL,AMERICAN STAFF,BLUE,40.43,2.186
OWNER SUR,OTC,DOG,S,NORMAL,BORDER COLLIE,WHITE,40.43,2.757
STRAY,FIELD,DOG,N,NORMAL,GERM SHEPHERD,WHITE,40.43,13.939
STRAY,OTC,DOG,N,NORMAL,SCHNAUZER STAND,GRAY,40.43,13.186
STRAY,OTC,DOG,N,NORMAL,POODLE TOY,WHITE,40.43,13.186
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,WHITE,40.43,13.186
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,40.43,13.186
STRAY,FIELD,DOG,N,NORMAL,AMERICAN STAFF,BLACK,40.43,13.186
STRAY,FIELD,DOG,S,NORMAL,STAFFORDSHIRE,BR BRINDLE,40.43,13.186
STRAY,FIELD,DOG,S,NORMAL,CHIHUAHUA SH,BROWN,40.43,18.186
STRAY,FIELD,DOG,M,NORMAL,AMER BULLDOG,WHITE,40.43,18.186
STRAY,OTC,DOG,S,NORMAL,PIT BULL,WHITE,40.43,19.189
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,40.43,19.189
STRAY,OTC,DOG,F,NORMAL,SIBERIAN HUSKY,RED,40.43,19.189
STRAY,FIELD,DOG,S,NORMAL,NORFOLK TERRIER,TAN,40.43,19.189
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,40.43,20.189
STRAY,FIELD,DOG,S,NORMAL,CHIHUAHUA SH,WHITE,40.43,21.189
OWNER SUR,OTC,DOG,S,NORMAL,POODLE MIN,WHITE,40.43,21.189
OWNER SUR,OTC,DOG,S,NORMAL,HAVANESE,SILVER,40.43,23.219
EUTH REQ,NO SUBTYPE,CAT,U,SICK,SIAMESE,LILAC PT,40.43,23.219
PUBLIC AST,INVESTIGAT,DOG,M,NORMAL,DACHSHUND,BROWN,40.43,3.219
OWNER SUR,OTC,DOG,F,OTHER,AUST SHEPHERD,BLUE MERLE,40.43,4.219
OWNER SUR,OTC,DOG,S,NORMAL,YORKSHIRE TERR,BLACK,40.43,5.26
STRAY,FIELD,DOG,N,AGED,CHOW CHOW,RED,40.43,5.646
STRAY,FIELD,DOG,F,AGED,POODLE MIN,WHITE,40.43,7.249
STRAY,EMERG CLC,CAT,M,NORMAL,DOMESTIC SH,WHITE,40.57,1.603
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,40.57,1.603
STRAY,FIELD,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,40.57,1.603
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE TABBY,40.57,1.34
OWNER SUR,NO SUBTYPE,DOG,F,NORMAL,GERM SHEPHERD,TAN,40.57,1.622
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,BLACK,40.57,1.644
STRAY,OTC,CAT,S,NORMAL,BENGAL,BRN TABBY,40.57,1.679
STRAY,OTC,CAT,S,NORMAL,BENGAL,BRN TABBY,40.57,1.711
STRAY,OTC,CAT,N,NORMAL,BENGAL,BRN TABBY,40.57,1.727
STRAY,OTC,DOG,N,NORMAL,PIT BULL,BLUE,40.57,1.874
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,40.57,1.874
STRAY,FIELD,DOG,N,NORMAL,GERM SHEPHERD,BROWN,40.57,2.939
STRAY,FIELD,DOG,N,NORMAL,BOXER,WHITE,40.57,3.186
OWNER SUR,RETURN,DOG,S,NORMAL,CHIHUAHUA SH,CHOCOLATE,40.57,2.377
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,CHOCOLATE,40.57,2.186
OWNER SUR,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BLACK,40.57,2.805
STRAY,FIELD,DOG,S,NORMAL,PIT BULL,WHITE,40.57,2.855
STRAY,OTC,CAT,F,NORMAL,BENGAL,BRN TABBY,40.57,13.939
STRAY,FIELD,DOG,F,INJURED,LABRADOR RETR,BROWN,40.57,13.939
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,GERM SHEPHERD,BROWN,40.57,13.939
STRAY,OTC,CAT,F,NORMAL,DOMESTIC SH,BLACK,40.57,13.186
STRAY,FIELD,DOG,N,NORMAL,CHIHUAHUA SH,BROWN,40.57,13.186
STRAY,FIELD,DOG,F,NORMAL,PIT BULL,RED,40.57,13.186
OWNER SUR,NO SUBTYPE,DOG,F,NORMAL,GERM SHEPHERD,TAN,40.57,13.186
OWNER SUR,OTC,DOG,N,NORMAL,NORWICH TERRIER,TAN,40.57,13.939
STRAY,FIELD,DOG,S,INJURED,STAFFORDSHIRE,WHITE,40.57,18.752
OWNER SUR,OTC,DOG,N,NORMAL,POODLE MIN,TAN,40.57,18.982
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,40.57,19.189
STRAY,FIELD,DOG,S,NORMAL,PIT BULL,RED,40.57,20.786
STRAY,OTC,DOG,S,NORMAL,CHINESE SHARPEI,BROWN,40.57,22.174
OWNER SUR,RETURN,DOG,S,NORMAL,GOLDEN RETR,GOLD,40.57,22.291
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,40.57,23.249
STRAY,FIELD,DOG,S,NORMAL,LABRADOR RETR,BUFF,40.57,24.219
STRAY,FIELD,DOG,N,AGED,LABRADOR RETR,BLACK,40.57,3.515
STRAY,OTC,CAT,S,NORMAL,DOMESTIC LH,WHITE,40.57,3.219
STRAY,FIELD,DOG,N,NORMAL,JACK RUSS TERR,WHITE,40.57,5.219
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,40.71,1.622
STRAY,EMERG CLC,DOG,M,INJURED,BASENJI,WHITE,40.71,1.663
